Cádiz CF,1,Jeremías Ledesma,Goalkeeper,2018,07,15,2019,09,01
Cádiz CF,2,Carlos Akapo,Right Back,2018,07,05,2019,10,15
Cádiz CF,3,Fali Jiménez,Centre Back,2018,07,18,2019,11,25
Cádiz CF,4,Luis Hernández,Centre Back,2018,07,28,2020,01,10
Cádiz CF,5,Momo Mbaye,Centre Back,2018,07,12,2020,02,25
Cádiz CF,6,José Mari,Centre Midfielder,2018,07,22,2020,04,05
Cádiz CF,7,Alberto Perea,Right Midfielder,2018,07,03,2020,05,18
Cádiz CF,8,Álex Fernández,Centre Midfielder,2018,07,26,2020,06,30
Cádiz CF,9,Lucas Pérez,Striker,2018,07,15,2020,08,10
Cádiz CF,10,Bryan Gil,Left Midfielder,2018,07,30,2020,09,25
Cádiz CF,11,Rubén Sobrino,Right Midfielder,2018,07,10,2020,11,05
Cádiz CF,13,David Gil,Goalkeeper,2018,07,18,2021,01,15
Cádiz CF,14,Iván Alejo,Right Midfielder,2018,07,25,2021,03,01
Cádiz CF,15,Alfonso Espino,Left Back,2018,07,01,2021,04,15
Cádiz CF,16,Fali Giménez,Centre Back,2018,07,10,2021,06,01
