Real Madrid,1,Thibaut Courtois,Goal Keeper,2018,07,10,2019,08,20
Real Madrid,2,Dani Carvajal,Right Fullback,2018,07,15,2019,09,25
Real Madrid,3,David Alaba,Centre Back,2018,07,22,2019,10,12
Real Madrid,4,Eder Militão,Centre Back,2018,07,03,2019,11,08
Real Madrid,5,Ferland Mendy,Left Fullback,2018,07,18,2020,01,03
Real Madrid,6,Nacho Fernández,Centre Back,2018,07,28,2020,02,15
Real Madrid,8,Toni Kroos,Centre Midfielder,2018,07,11,2020,03,22
Real Madrid,10,Luka Modrić,Centre Midfielder,2018,07,05,2020,04,30
Real Madrid,12,Federico Valverde,Right Midfielder,2018,07,07,2020,05,18
Real Madrid,15,Éder Militão,Centre Back,2018,07,29,2020,06,07
Real Madrid,17,Lucas Vázquez,Right Midfielder,2018,07,19,2020,07,15
Real Madrid,18,Antonio Rüdiger,Centre Back,2018,07,12,2020,08,10
Real Madrid,19,Marco Asensio,Attacking Midfielder,2018,07,25,2020,09,05
Real Madrid,20,Vinícius Júnior,Left Midfielder,2018,07,14,2020,10,18
Real Madrid,21,Rodrygo Goes,Right Midfielder,2018,07,08,2020,11,30
