Real Betis Balompié,1,Rui Silva,Goalkeeper,2018,07,15,2019,08,30
Real Betis Balompié,2,Martín Montoya,Right Fullback,2018,07,05,2019,10,10
Real Betis Balompié,3,Edgar González,Centre Back,2018,07,18,2019,11,25
Real Betis Balompié,4,Germán Pezzella,Centre Back,2018,07,28,2020,01,10
Real Betis Balompié,5,Guido Rodríguez,Defensive Midfielder,2018,07,12,2020,02,20
Real Betis Balompié,6,Paul Akouokou,Centre Midfielder,2018,07,22,2020,04,01
Real Betis Balompié,7,Juan Miranda,Left Fullback,2018,07,03,2020,05,15
Real Betis Balompié,8,Andrés Guardado,Left Midfielder,2018,07,26,2020,06,30
Real Betis Balompié,9,Borja Iglesias,Striker,2018,07,15,2020,08,10
Real Betis Balompié,10,Sergio Canales,Attacking Midfielder,2018,07,30,2020,09,25
Real Betis Balompié,11,Luiz Henrique,Right Midfielder,2018,07,10,2020,11,05
Real Betis Balompié,12,Dani Martín,Left Back,2018,07,18,2021,01,15
Real Betis Balompié,13,Claudio Bravo,Goalkeeper,2018,07,25,2021,03,01
Real Betis Balompié,14,William Carvalho,Centre Midfielder,2018,07,01,2021,04,15
Real Betis Balompié,15,Aitor Ruibal,Right Midfielder,2018,07,10,2021,06,01
