UD Almeria,1,Fernando Martínez,Goal Keeper,2018,07,15,2019,09,01
UD Almeria,2,Manuel García,Right Fullback,2018,07,05,2019,10,15
UD Almeria,3,Javier Rodriguez,Left Fullback,2018,07,18,2019,11,25
UD Almeria,4,Alberto Ruiz,Centre Back,2018,07,28,2020,01,10
UD Almeria,5,Luis Martinez,Centre Back,2018,07,12,2020,02,25
UD Almeria,6,Fernando Hernandez,Defensive Midfielder,2018,07,22,2020,04,05
UD Almeria,7,Ruben Molina,Right Midfielder,2018,07,03,2020,05,18
UD Almeria,8,Manuel Lopez,Striker,2018,07,26,2020,06,30
UD Almeria,9,Carlos Rodriguez,Striker,2018,07,15,2020,08,10
UD Almeria,10,Alejandro Sanchez,Attacking Midfielder,2018,07,30,2020,09,25
UD Almeria,11,Roberto Gomez,Left Midfielder,2018,07,10,2020,11,05
UD Almeria,12,Pablo Garcia,Left Fullback,2018,07,18,2021,01,15
UD Almeria,13,Juan Martinez,Goal Keeper,2018,07,25,2021,03,01
UD Almeria,14,Andres Fernandez,Left Midfielder,2018,07,01,2021,04,15
UD Almeria,15,Sergio Rodriguez,Centre Back,2018,07,10,2021,06,01
