Real Sociedad,1,Álex Remiro,Goal Keeper,2018,07,22,2019,09,01
Real Sociedad,2,Joseba Zaldua,Right Fullback,2018,07,10,2019,10,15
Real Sociedad,3,Martín Zubimendi,Centre Midfielder,2018,07,15,2019,11,25
Real Sociedad,4,Aritz Elustondo,Centre Back,2018,07,01,2020,01,10
Real Sociedad,5,Igor Zubeldia,Centre Back,2018,07,30,2020,02,15
Real Sociedad,6,Andoni Gorosabel,Right Fullback,2018,07,18,2020,04,01
Real Sociedad,7,Portu,Right Midfielder,2018,07,26,2020,05,15
Real Sociedad,8,Mikel Merino,Centre Midfielder,2018,07,12,2020,06,30
Real Sociedad,9,Mohamed Ali Cho,Striker,2018,07,05,2020,08,10
Real Sociedad,10,Mikel Oyarzabal,Attacking Midfielder,2018,07,22,2020,09,25
Real Sociedad,11,Ander Barrenetxea,Left Midfielder,2018,07,30,2020,11,05
Real Sociedad,12,Álex Sola,Left Fullback,2018,07,10,2021,01,15
Real Sociedad,13,Mathew Ryan,Goal Keeper,2018,07,18,2021,03,01
Real Sociedad,14,Jon Guridi,Centre Midfielder,2018,07,25,2021,04,15
Real Sociedad,15,Diego Rico,Left Fullback,2018,07,01,2021,06,01
