RC Celta de Vigo,1,Agustín Marchesín,Goalkeeper,2018,07,15,2019,09,01
RC Celta de Vigo,2,Hugo Mallo,Right Back,2018,07,05,2019,10,15
RC Celta de Vigo,3,Óscar Mingueza,Centre Back,2018,07,18,2019,11,25
RC Celta de Vigo,4,Unai Núñez,Centre Back,2018,07,28,2020,01,10
RC Celta de Vigo,5,José Fontán,Centre Back,2018,07,12,2020,02,25
RC Celta de Vigo,6,Fran Beltrán,Centre Midfielder,2018,07,22,2020,04,05
RC Celta de Vigo,7,Augusto Solari,Right Midfielder,2018,07,03,2020,05,18
RC Celta de Vigo,8,Fran Escribá,Centre Midfielder,2018,07,26,2020,06,30
RC Celta de Vigo,9,Iago Aspas,Striker,2018,07,15,2020,08,10
RC Celta de Vigo,10,Denis Suárez,Attacking Midfielder,2018,07,30,2020,09,25
RC Celta de Vigo,11,Franco Cervi,Left Midfielder,2018,07,10,2020,11,05
RC Celta de Vigo,13,Iván Villar,Goalkeeper,2018,07,18,2021,01,15
RC Celta de Vigo,14,Gabri Veiga,Attacking Midfielder,2018,07,25,2021,03,01
RC Celta de Vigo,15,Javi Galán,Left Back,2018,07,01,2021,04,15
RC Celta de Vigo,16,Renato Tapia,Centre Midfielder,2018,07,10,2021,06,01
