RCD Mallorca,1,Predrag Rajković,Goalkeeper,2018,07,15,2019,09,01
RCD Mallorca,2,Giovanni González,Right Back,2018,07,05,2019,10,15
RCD Mallorca,3,Martin Valjent,Centre Back,2018,07,18,2019,11,25
RCD Mallorca,4,Antonio Raíllo,Centre Back,2018,07,28,2020,01,10
RCD Mallorca,5,Franco Russo,Centre Back,2018,07,12,2020,02,25
RCD Mallorca,6,Dani Rodríguez,Centre Midfielder,2018,07,22,2020,04,05
RCD Mallorca,7,Amath Ndiaye,Right Midfielder,2018,07,03,2020,05,18
RCD Mallorca,8,Íñigo Ruiz de Galarreta,Centre Midfielder,2018,07,26,2020,06,30
RCD Mallorca,9,Vedat Muriqi,Striker,2018,07,15,2020,08,10
RCD Mallorca,10,Kang-in Lee,Attacking Midfielder,2018,07,30,2020,09,25
RCD Mallorca,11,Pablo Maffeo,Right Back,2018,07,10,2020,11,05
RCD Mallorca,13,Leo Román,Goalkeeper,2018,07,18,2021,01,15
RCD Mallorca,14,Abdón Prats,Striker,2018,07,25,2021,03,01
RCD Mallorca,15,Jaume Costa,Left Back,2018,07,01,2021,04,15
RCD Mallorca,16,Baba Rahman,Left Back,2018,07,10,2021,06,01
