Elche CF,1,Edgar Badía,Goalkeeper,2018,07,15,2019,09,01
Elche CF,2,Helibelton Palacios,Right Back,2018,07,05,2019,10,15
Elche CF,3,Gonzalo Verdú,Centre Back,2018,07,18,2019,11,25
Elche CF,4,Diego González,Centre Back,2018,07,28,2020,01,10
Elche CF,5,Enzo Roco,Centre Back,2018,07,12,2020,02,25
Elche CF,6,Omar Mascarell,Centre Midfielder,2018,07,22,2020,04,05
Elche CF,7,Fidel Chaves,Right Midfielder,2018,07,03,2020,05,18
Elche CF,8,Raúl Guti,Centre Midfielder,2018,07,26,2020,06,30
Elche CF,9,Lucas Boyé,Striker,2018,07,15,2020,08,10
Elche CF,10,Pere Milla,Attacking Midfielder,2018,07,30,2020,09,25
Elche CF,11,Álex Collado,Right Midfielder,2018,07,10,2020,11,05
Elche CF,13,Axel Werner,Goalkeeper,2018,07,18,2021,01,15
Elche CF,14,Tete Morente,Right Midfielder,2018,07,25,2021,03,01
Elche CF,15,Pol Lirola,Right Back,2018,07,01,2021,04,15
Elche CF,16,Álex Fernández,Centre Midfielder,2018,07,10,2021,06,01
