Atlético de Madrid,1,Jan Oblak,Goal Keeper,2018,07,14,2019,08,25
Atlético de Madrid,2,José María Giménez,Centre Back,2018,07,21,2019,10,05
Atlético de Madrid,3,Felipe Monteiro,Centre Back,2018,07,07,2019,11,18
Atlético de Madrid,4,Mario Hermoso,Centre Back,2018,07,28,2020,01,10
Atlético de Madrid,5,Reinildo Mandava,Left Fullback,2018,07,19,2020,02,25
Atlético de Madrid,6,Koke,Centre Midfielder,2018,07,03,2020,04,05
Atlético de Madrid,7,João Félix,Attacking Midfielder,2018,07,26,2020,05,18
Atlético de Madrid,8,Saúl Ñíguez,Centre Midfielder,2018,07,12,2020,06,30
Atlético de Madrid,9,Thomas Lemar,Left Midfielder,2018,07,05,2020,08,10
Atlético de Madrid,10,Ángel Correa,Right Midfielder,2018,07,22,2020,09,25
Atlético de Madrid,11,Antoine Griezmann,Striker,2018,07,30,2020,11,05
Atlético de Madrid,13,Ivo Grbić,Goal Keeper,2018,07,10,2021,01,15
Atlético de Madrid,14,Marcos Llorente,Right Midfielder,2018,07,18,2021,03,01
Atlético de Madrid,15,Stefan Savić,Centre Back,2018,07,25,2021,04,15
Atlético de Madrid,16,Nahuel Molina,Right Fullback,2018,07,01,2021,06,01
