Villarreal CF,1,Gerónimo Rulli,Goal Keeper,2018,07,10,2019,08,25
Villarreal CF,2,Mario Gaspar,Right Back,2018,07,18,2019,10,01
Villarreal CF,3,Raúl Albiol,Centre Back,2018,07,05,2019,11,15
Villarreal CF,4,Pau Torres,Centre Back,2018,07,28,2020,01,10
Villarreal CF,5,Juan Foyth,Right Back,2018,07,15,2020,02,25
Villarreal CF,6,Dani Parejo,Centre Midfielder,2018,07,03,2020,04,05
Villarreal CF,7,Gerard Moreno,Striker,2018,07,26,2020,05,18
Villarreal CF,8,Étienne Capoue,Defensive Midfielder,2018,07,12,2020,06,30
Villarreal CF,9,Francis Coquelin,Centre Midfielder,2018,07,05,2020,08,10
Villarreal CF,10,Samuel Chukwueze,Right Midfielder,2018,07,22,2020,09,25
Villarreal CF,11,Yeremi Pino,Right Midfielder,2018,07,30,2020,11,05
Villarreal CF,12,Álex Baena,Right Midfielder,2018,07,10,2021,01,15
Villarreal CF,13,Pepe Reina,Goal Keeper,2018,07,18,2021,03,01
Villarreal CF,14,Manu Trigueros,Centre Midfielder,2018,07,25,2021,04,15
Villarreal CF,15,Jorge Cuenca,Centre Back,2018,07,01,2021,06,01
