Real Valladolid CF,1,Roberto Jiménez,Goal Keeper,2018,07,15,2019,09,01
Real Valladolid CF,2,Luis Pérez,Right Fullback,2018,07,05,2019,10,15
Real Valladolid CF,3,João Pedro,Left Fullback,2018,07,18,2019,11,25
Real Valladolid CF,4,El Yamiq,Centre Back,2018,07,28,2020,01,10
Real Valladolid CF,5,Javi Sánchez,Centre Back,2018,07,12,2020,02,25
Real Valladolid CF,6,Roque Mesa,Defensive Midfielder,2018,07,22,2020,04,05
Real Valladolid CF,7,Óscar Plano,Right Midfielder,2018,07,03,2020,05,18
Real Valladolid CF,8,Sergi Guardiola,Striker,2018,07,26,2020,06,30
Real Valladolid CF,9,Shon Weissman,Striker,2018,07,15,2020,08,10
Real Valladolid CF,10,Michel Herrero,Attacking Midfielder,2018,07,30,2020,09,25
Real Valladolid CF,11,Fabio Orellana,Left Midfielder,2018,07,10,2020,11,05
Real Valladolid CF,12,Nacho Martínez,Left Fullback,2018,07,18,2021,01,15
Real Valladolid CF,13,Roberto,Goal Keeper,2018,07,25,2021,03,01
Real Valladolid CF,14,Míchel,Left Midfielder,2018,07,01,2021,04,15
Real Valladolid CF,15,Kike Pérez,Centre Back,2018,07,10,2021,06,01
