FC Barcelona,1,Marc-André ter Stegen,Goal Keeper,2018,07,12,2019,08,25
FC Barcelona,2,Sergi Roberto,Right Fullback,2018,07,20,2019,09,30
FC Barcelona,3,Gerard Piqué,Centre Back,2018,07,05,2019,08,15
FC Barcelona,4,Ronald Araújo,Centre Back,2018,07,28,2019,10,10
FC Barcelona,5,Jules Koundé,Centre Back,2018,07,15,2019,11,25
FC Barcelona,6,Eric García,Centre Back,2018,07,03,2019,12,12
FC Barcelona,8,Pedri Militão,Centre Midfielder,2018,07,18,2020,01,28
FC Barcelona,9,Robert Lewandowski,Striker,2018,07,10,2020,03,05
FC Barcelona,10,Ansu Fati,Left Midfielder,2018,07,22,2020,04,15
FC Barcelona,11,Ferran Torres,Right Midfielder,2018,07,30,2020,05,25
FC Barcelona,14,Nico González,Centre Midfielder,2018,07,08,2020,07,01
FC Barcelona,15,Andreas Christensen,Centre Back,2018,07,25,2020,08,15
FC Barcelona,16,Pedri,Centre Midfielder,2018,07,14,2020,09,30
FC Barcelona,17,Gavi,Attacking Midfielder,2018,07,01,2020,11,10
FC Barcelona,18,Jordi Alba,Left Fullback,2018,07,11,2020,12,22
