Sevilla FC,1,Yassine Bounou,Goal Keeper,2018,07,20,2019,09,01
Sevilla FC,2,Gonzalo Montiel,Right Fullback,2018,07,08,2019,10,15
Sevilla FC,3,Nemanja Gudelj,Centre Back,2018,07,15,2019,11,25
Sevilla FC,4,Karim Rekik,Centre Back,2018,07,01,2020,01,10
Sevilla FC,5,Marcos Acuña,Left Fullback,2018,07,30,2020,02,15
Sevilla FC,6,Jesús Navas,Right Back,2018,07,18,2020,04,01
Sevilla FC,7,Suso,Right Midfielder,2018,07,26,2020,05,15
Sevilla FC,8,Joan Jordán,Centre Midfielder,2018,07,12,2020,06,30
Sevilla FC,9,Youssef En-Nesyri,Striker,2018,07,05,2020,08,10
Sevilla FC,10,Lucas Ocampos,Right Midfielder,2018,07,22,2020,09,25
Sevilla FC,11,Alejandro Gómez,Attacking Midfielder,2018,07,30,2020,11,05
Sevilla FC,12,Marko Dmitrović,Goal Keeper,2018,07,10,2021,01,15
Sevilla FC,13,Ludwig Augustinsson,Left Fullback,2018,07,18,2021,03,01
Sevilla FC,14,Ivan Rakitić,Centre Midfielder,2018,07,25,2021,04,15
Sevilla FC,15,Jules Koundé,Centre Back,2018,07,01,2021,06,01
